Name,Clean Name,Alias,Previous Name,Parent Name,Note,Start date,End date,Source Url
"EVE Energy Co., Ltd.","EVE Energy Co., Ltd.",,,,"EVE Energy is directly and indirectly affiliated with SASAC (Section
1260H(g)(2)(B)(i)(I)). EVE Energy is a military-civil fusion contributor to the Chinese
defense industrial base because it knowingly received assistance from the Government of
China through science, technology, research, or industrial efforts initiated, granted, or
created by, or provided under, or related to, the Chinese military industrial planning
apparatus, or in furtherance of Chinese military industrial planning objectives, through its
selection as a “Single Champion” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Global Tone Communication Technology Co., Ltd. (GTCOM)","Global Tone Communication Technology Co., Ltd.",GTCOM,,,"GTCOM is indirectly affiliated with SASAC and MIIT (Section 1260H(g)(2)(B)(i)(I)).
GTCOM is a military-civil fusion contributor to the Chinese defense industrial base
because it knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted, or created by, or provided under, or
related to, the Chinese military planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Little Giant” (Section
1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
GTCOM Technology Corporation (GTCOM-US),GTCOM Technology Corporation,GTCOM-US,,"Global Tone Communication Technology Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Guizhou Aviation Technical Development Co., Ltd. (Guizhou Aviation Tech)","Guizhou Aviation Technical Development Co., Ltd.",Guizhou Aviation Tech,,,"Guizhou Aviation Tech is indirectly affiliated with SASAC (Section
1260H(g)(2)(B)(i)(I)). Guizhou Aviation Tech is a military-civil fusion contributor to the
Chinese defense industrial base because it knowingly received assistance from the
Government of China through science, technology, or industrial efforts initiated, granted,
or created by, or provided under, or related to, the Chinese military planning apparatus or
in furtherance of Chinese military industrial planning objectives through its designations
as a “Little Giant” and a “Single Champion” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Hangzhou Hikvision Digital Technology Co., Ltd. (Hikvision)","Hangzhou Hikvision Digital Technology Co., Ltd.",Hikvision,,,"Hikvision is indirectly owned by SASAC and is directly affiliated with the PLA (Section
1260H(g)(2)(B)(i)(I)). Hikvision is a military-civil fusion contributor to the Chinese
defense industrial base because it receives funding from the Government of China
through science, technology, or industrial efforts initiated, granted, or created by, or
provided under, or related to, the Chinese military industrial planning apparatus or in
furtherance of Chinese military industrial planning objectives through its designation as a
“Single Champion” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Hangzhou Yushu Technology Co., Ltd. (Unitree)","Hangzhou Yushu Technology Co., Ltd.",Unitree,,,"Unitree is indirectly owned by and indirectly affiliated with SASAC (Section
1260H(g)(2)(B)(i)(I)). Unitree is a military-civil fusion contributor to the Chinese
defense industrial base because it knowingly received assistance from the Government of
China through science, technology, or industrial efforts initiated, granted, or created by,
or provided under, or related to, the Chinese military planning apparatus or in furtherance
of Chinese military industrial planning objectives through its designation as a “Little
Giant” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Hesai Group (also known as Hesai Technology Co., Ltd.)",Hesai Group,"Hesai Technology Co., Ltd.",,,"Hesai Group is directly affiliated with MIIT and is indirectly affiliated with SASAC of
the State Council and the PLA (Section 1260H(g)(2)(B)(i)(I)). Hesai Group is a military-
civil fusion contributor to the Chinese defense industrial base because it knowingly
received assistance from the Government of China through science, technology, or
industrial efforts initiated, granted, or created by, or provided under, or related to, the
Chinese military planning apparatus or in furtherance of Chinese military industrial
planning objectives through its designation as a “Little Giant;” it is affiliated with the
MIIT; and it resides in a military-civil fusion enterprise zone (Sections 1260H(g)(3)(A),
(g)(3)(B)(i), and (g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Huawei Investment & Holding Co., Ltd. (Huawei Holding)","Huawei Investment & Holding Co., Ltd.",Huawei Holding,,,"Huawei Holding is indirectly affiliated with SASAC and is directly affiliated with MIIT
(Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Huawei Technologies Co., Ltd. (Huawei)","Huawei Technologies Co., Ltd.",Huawei,,"Huawei Investment & Holding Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Inspur Group Co., Ltd. (Inspur)","Inspur Group Co., Ltd.",Inspur,,,"Inspur is indirectly affiliated with MIIT and SASTIND (Section 1260H(g)(2)(B)(i)(I)).
Inspur is a military-civil fusion contributor because it is affiliated with MIIT and SASAC
(Sections 1260H(g)(3)(B)(i) and (g)(3)(B)(ii)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"JA Solar Technology Co., Ltd. (JA Solar)","JA Solar Technology Co., Ltd.",JA Solar,,,"JA Solar is a military-civil fusion contributor to the Chinese defense industrial base
because it knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted, or created by, or provided under, or
related to, the Chinese military planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Little Giant” and a “Single
Champion” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"MGI Tech Co., Ltd. (MGI)","MGI Tech Co., Ltd.",MGI,,,"MGI is directly affiliated with MIIT and indirectly affiliated with SASTIND and the PLA
(Section 1260H(g)(2)(B)(i)(I)). MGI is a military-civil fusion contributor to the Chinese
defense industrial base because it knowingly received assistance from the Government of
China through science, technology, or industrial efforts initiated, granted, or created by,
or provided under, or related to, the Chinese military planning apparatus or in furtherance
of Chinese military industrial planning objectives through its designation as a “Single
Champion” and because it is affiliated with MIIT (Sections 1260H(g)(3)(A) and
(g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"NetPosa Technologies, Ltd. (NetPosa)","NetPosa Technologies, Ltd.",NetPosa,,,"NetPosa is directly and indirectly affiliated with the Chinese security forces and it is
indirectly affiliated with MIIT (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"NIO, Inc.","NIO, Inc.",,,,"NIO is directly and indirectly affiliated with SASAC (Section 1260H(g)(2)(B)(i)(I)).
NIO is a military-civil fusion contributor to the Chinese defense industrial base because it
is affiliated with MIIT (Section 1260H(g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Novogene Company Limited (Novogene),Novogene Company Limited,Novogene,,,"Novogene is indirectly owned by SASAC and is indirectly affiliated with MIIT and the
PLA (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Origincell Technology Co., Ltd. (Origincell)","Origincell Technology Co., Ltd.",Origincell,,,"Origincell is indirectly affiliated with MIIT, SASAC, SASTIND, and the PLA (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Phenix Optical Company Limited (formerly Phoenix Optics Company Limited),Phenix Optical Company Limited,,Phoenix Optics Company Limited,,"Phenix Optical Company Limited is directly controlled by SASAC and is indirectly
owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co., Ltd.",,,,Quectel is indirectly affiliated with MIIT (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Robosense Technology Co., Ltd.","Robosense Technology Co., Ltd.",,,,"RoboSense is a military-civil fusion contributor to the Chinese defense industrial base
because it is affiliated with the PLA (Section 1260H(g)(3)(B)(v)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"SDIC Intelligence (Xiamen) Information Co., Ltd.","SDIC Intelligence (Xiamen) Information Co., Ltd.",,,,"SDIC Intelligence is indirectly owned and controlled by SASAC and is indirectly
affiliated with Chinese security forces, Chinese law enforcement, and MIIT (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Beijing Meiya Hongshu Technology Co., Ltd.","Beijing Meiya Hongshu Technology Co., Ltd.",,,"SDIC Intelligence (Xiamen) Information Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Xiamen Meiya Zhongmin Electronic Technology Co., Ltd.","Xiamen Meiya Zhongmin Electronic Technology Co., Ltd.",,,"SDIC Intelligence (Xiamen) Information Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing International Corporation (SMIC),Semiconductor Manufacturing International Corporation,SMIC,,,SMIC is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Better Way Enterprises Limited,Better Way Enterprises Limited,,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China IC Capital Co., Ltd.","China IC Capital Co., Ltd.",,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Magnificent Tower Limited,Magnificent Tower Limited,,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing International (Beijing) Corporation (SMIC Beijing),Semiconductor Manufacturing International (Beijing) Corporation,SMIC Beijing,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing International (Shenzhen) Corporation (SMIC Shenzhen),Semiconductor Manufacturing International (Shenzhen) Corporation,SMIC Shenzhen,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing International (Tianjin) Corporation (SMIC Tianjin),Semiconductor Manufacturing International (Tianjin) Corporation,SMIC Tianjin,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing North China (Beijing) Corporation,Semiconductor Manufacturing North China (Beijing) Corporation,,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Semiconductor Manufacturing South China Corporation (SMIC South China),Semiconductor Manufacturing South China Corporation,SMIC South China,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
SilTech Semiconductor Corporation,SilTech Semiconductor Corporation,,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
SMIC Holdings Limited (SMIC Holdings),SMIC Holdings Limited,SMIC Holdings,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"SMIC Semiconductor Manufacturing (Shanghai) Co., Ltd (SMIC Shanghai)","SMIC Semiconductor Manufacturing (Shanghai) Co., Ltd",SMIC Shanghai,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"SMIC, Americas","SMIC, Americas",,,Semiconductor Manufacturing International Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"SenseTime Group, Inc. (SenseTime)","SenseTime Group, Inc.",SenseTime,,,"SenseTime is indirectly affiliated with SASAC (Section 1260H(g)(2)(B)(i)(I)).
SenseTime is a military-civil fusion contributor to the Chinese defense industrial base
because it is affiliated with MIIT (Section 1260H(g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Shanghai Yitu Network Technology Co., Ltd. (Yitu)","Shanghai Yitu Network Technology Co., Ltd.",Yitu,,,"Yitu is indirectly owned by SASAC and is indirectly affiliated with MIIT, SASAC,
SASTIND, and the PLA (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Shenzhen DJI Technology Co., Ltd. (DJI)","Shenzhen DJI Technology Co., Ltd.",DJI,,,"DJI is indirectly affiliated with SASAC and is directly affiliated with MIIT and the
People’s Armed Police (PAP) (Section 1260H(g)(2)(B)(i)(I)). DJI is a military-civil
fusion contributor to the Chinese defense industrial base because it knowingly received
assistance from the Government of China through science, technology, research, and
industrial efforts initiated, granted, or created by, or provided under, or related to, the
Chinese military industrial planning apparatus, or in furtherance of Chinese military
industrial planning objectives through multiple designations, such as a “Single
Champion” designation; it is affiliated with MIIT, and it resides in or is affiliated with a
military-civil fusion enterprise zone (Sections 1260H(g)(3)(A), (g)(3)(B)(i), and
(g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Shenzhen Dajiang Baiwang Technology Co., Ltd.","Shenzhen Dajiang Baiwang Technology Co., Ltd.",,,"Shenzhen DJI Technology Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Sinotrans & CSC Holdings Co., Ltd. (SinoTrans)","Sinotrans & CSC Holdings Co., Ltd.",SinoTrans,,,"Sinotrans is indirectly owned by SASAC and is directly affiliated with the PLA (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Tencent Holdings Limited (Tencent),Tencent Holdings Limited,Tencent,,,Tencent is indirectly affiliated with the PLA (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Tianma Microelectronics Co., Ltd. (Tianma)","Tianma Microelectronics Co., Ltd.",Tianma,,,"Tianma is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)). Tianma is a
military-civil fusion contributor to the Chinese defense industrial base because it
knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted or created by, or provided under, or
related to, the Chinese military industrial planning apparatus or in furtherance of Chinese
military industrial planning objectives through its designation as a “Single Champion”
(Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"TP-Link Technologies Co., Ltd. (TP-Link)","TP-Link Technologies Co., Ltd.",TP-Link,,,"TP-Link is directly affiliated with the PLA (Section 1260H(g)(2)(B)(i)(I)). TP-Link is a
military-civil fusion contributor to the Chinese defense industrial base because it
knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted, or created by, or provided under, or
related to, the Chinese military planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Single Champion” (Section
1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Trina Solar Co., Ltd. (Trina Solar)","Trina Solar Co., Ltd.",Trina Solar,,,"TrinaSolar is indirectly affiliated with SASAC (Section 1260H(g)(2)(B)(i)(I)).
TrinaSolar is a military-civil fusion contributor to the Chinese defense industrial base
because it knowingly received assistance through science, technology, research or
industrial efforts initiated, granted, or created by, or provided under, or related to, the
Chinese military industrial planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Single Champion” and it
resides in a military-civil fusion enterprise zone (Sections 1260H(g)(3)(A) and (g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Wuhan Geosun Navigation Technology Co., Ltd. (Geosun)","Wuhan Geosun Navigation Technology Co., Ltd.",Geosun,,,"Geosun is indirectly affiliated with SASAC, SASTIND, and the PLA (Section
1260H(g)(2)(B)(i)(I)). Geosun is a military civil fusion contributor to the Chinese
defense industrial base because it received a military production license (Section
1260H(g)(3)(F)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"WuXi AppTec Co., Ltd. (WuXi AppTec)","WuXi AppTec Co., Ltd.",WuXi AppTec,,,"WuXi AppTec is indirectly owned by SASAC and is indirectly affiliated with SASTIND
and the PLA (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Yangtze Memory Technologies Co., Ltd. (YMTC)","Yangtze Memory Technologies Co., Ltd.",YMTC,,,"YMTC is indirectly owned by SASAC and is indirectly affiliated with MIIT and
SASTIND (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Zhejiang Dahua Technology Co., Ltd. (Dahua)","Zhejiang Dahua Technology Co., Ltd.",Dahua,,,"Dahua is indirectly owned by SASAC and is directly and indirectly affiliated with MIIT
(Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Chengdu Dahua Wisdom Information Technology Co., Ltd.","Chengdu Dahua Wisdom Information Technology Co., Ltd.",,,"Zhejiang Dahua Technology Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Zhongji Innolight Co., Ltd. (Innolight)","Zhongji Innolight Co., Ltd.",Innolight,,,"InnoLight is indirectly owned by SASAC and directly affiliated with MIIT (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
