"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"LWHF","Belgium","BE","","","Société coopérative à responsabilité illimitée","French","fr","Société coopérative à responsabilité illimitée","SCRI","","2017-11-30","ACTV","","",""
"LWHF","Belgium","BE","","","Genossenschaft mit unbeschränkter Haftung","German","de","Genossenschaft mit unbeschränkter Haftung","Gen.mubH","","2017-11-30","ACTV","","",""
"LWV6","Belgium","BE","","","Gewone commanditaire vennootschap","Dutch","nl","Gewone commanditaire vennootschap","Comm.V","","2017-11-30","ACTV","","",""
"LWV6","Belgium","BE","","","Société en commandite simple","French","fr","Société en commandite simple","SCS","","2017-11-30","ACTV","","",""
"LWV6","Belgium","BE","","","Einfache Kommanditgesellschaft","German","de","Einfache Kommanditgesellschaft","EKG","","2017-11-30","ACTV","","",""
"MQH3","Belgium","BE","","","Commanditaire vennootschap","Dutch","nl","Commanditaire vennootschap","CommV","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"MQH3","Belgium","BE","","","Société en commandite","French","fr","Société en commandite","SComm","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"MQH3","Belgium","BE","","","Kommanditgesellschaft","German","de","Kommanditgesellschaft","KommG","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"N5NT","Belgium","BE","","","Besloten vennootschap met beperkte aansprakelijkheid","Dutch","nl","Besloten vennootschap met beperkte aansprakelijkheid","BVBA","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"N5NT","Belgium","BE","","","Société privée à responsabilité limitée","French","fr","Société privée à responsabilité limitée","SPRL","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"N5NT","Belgium","BE","","","Privatgesellschaft mit beschränkter Haftung","German","de","Privatgesellschaft mit beschränkter Haftung","PGmbH","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"O59C","Belgium","BE","","","Economisch samenwerkingsverband met een sociaal oogmerk","Dutch","nl","Economisch samenwerkingsverband met een sociaal oogmerk","ESV SO","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"O59C","Belgium","BE","","","Groupement d'intérêt économique à finalité sociale","French","fr","Groupement d'intérêt économique à finalité sociale","GIE FS","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"O59C","Belgium","BE","","","Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung","German","de","Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung","WIVmsZ","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"O5HQ","Belgium","BE","","","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid","Dutch","nl","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid","BV CVBA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A"
"O5HQ","Belgium","BE","","","Société civile sous forme de société coopérative à responsabilité limitée","French","fr","Société civile sous forme de société coopérative à responsabilité limitée","SC SCRL","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A"
"O5HQ","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung","ZvGGbH","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A"
"PVT3","Belgium","BE","","","Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk","Dutch","nl","Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk","EBVBA SO","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"PVT3","Belgium","BE","","","Société privée à responsabilité limitée unipersonnelle à finalité sociale","French","fr","Société privée à responsabilité limitée unipersonnelle à finalité sociale","SPRLU FS","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"PVT3","Belgium","BE","","","Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter","German","de","Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter","PgbHsZ","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"QZIS","Belgium","BE","","","Openbare instelling","Dutch","nl","Openbare instelling","OI","","2017-11-30","ACTV","","",""
"QZIS","Belgium","BE","","","Etablissement public","French","fr","Etablissement public","ETSPUBLI","","2017-11-30","ACTV","","",""
"QZIS","Belgium","BE","","","Öffentliche Einrichtung","German","de","Öffentliche Einrichtung","ÖE","","2017-11-30","ACTV","","",""
"R85P","Belgium","BE","","","Naamloze vennootschap","Dutch","nl","Naamloze vennootschap","NV","","2017-11-30","ACTV","","",""
"R85P","Belgium","BE","","","Société anonyme","French","fr","Société anonyme","SA","","2017-11-30","ACTV","","",""
"R85P","Belgium","BE","","","Aktiengesellschaft","German","de","Aktiengesellschaft","AG","","2017-11-30","ACTV","","",""
"T922","Belgium","BE","","","Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap","Dutch","nl","Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap","BV GCV","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6"
"T922","Belgium","BE","","","Société civile sous forme de société en commandite simple","French","fr","Société civile sous forme de société en commandite simple","SC SCS","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6"
"T922","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft","ZRG EKG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6"
"TPTU","Belgium","BE","","","Naamloze vennootschap van publiek recht","Dutch","nl","Naamloze vennootschap van publiek recht","NV PR","","2017-11-30","ACTV","","",""
"TPTU","Belgium","BE","","","Société anonyme de droit public","French","fr","Société anonyme de droit public","SA DPU","","2017-11-30","ACTV","","",""
"TPTU","Belgium","BE","","","Öffentlich-rechtliche Aktiengesellschaft","German","de","Öffentlich-rechtliche Aktiengesellschaft","Ö.-r.AG","","2017-11-30","ACTV","","",""
"U2PN","Belgium","BE","","","Commanditaire vennootschap op aandelen","Dutch","nl","Commanditaire vennootschap op aandelen","Comm.VA","","2017-11-30","ACTV","","",""
"U2PN","Belgium","BE","","","Société en commandite par actions","French","fr","Société en commandite par actions","SCA","","2017-11-30","ACTV","","",""
"U2PN","Belgium","BE","","","Kommanditgesellschaft auf Aktien","German","de","Kommanditgesellschaft auf Aktien","KGaA","","2017-11-30","ACTV","","",""
"U5KF","Belgium","BE","","","Burgerlijke vennootschap onder vorm van vennootschap onder firma","Dutch","nl","Burgerlijke vennootschap onder vorm van vennootschap onder firma","BV VOF","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"U5KF","Belgium","BE","","","Société civile sous forme de société en nom collectif","French","fr","Société civile sous forme de société en nom collectif","SC SNC","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"U5KF","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft","ZRG OHG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"UCT9","Belgium","BE","","","Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV)","Dutch","nl","Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV)","BV LV","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UCT9","Belgium","BE","","","Société civile sous forme de société agricole","French","fr","Société civile sous forme de société agricole","SC SAGR","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UCT9","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft","ZRG LG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UW1Y","Belgium","BE","","","Vennootschap onder firma","Dutch","nl","Vennootschap onder firma","V.O.F.","","2017-11-30","ACTV","","",""
"UW1Y","Belgium","BE","","","Société en nom collectif","French","fr","Société en nom collectif","SNC","","2017-11-30","ACTV","","",""
"UW1Y","Belgium","BE","","","Offene Handelsgesellschaft","German","de","Offene Handelsgesellschaft","OHG","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Internationale vereniging zonder winstoogmerk","Dutch","nl","Internationale vereniging zonder winstoogmerk","IVZW","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Association internationale sans but lucratif","French","fr","Association internationale sans but lucratif","AISBL","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Internationale Vereinigung ohne Gewinnerzielungsabsicht","German","de","Internationale Vereinigung ohne Gewinnerzielungsabsicht","IVoG","","2017-11-30","ACTV","","",""
"V7FT","Belgium","BE","","","Naamloze vennootschap met een sociaal oogmerk","Dutch","nl","Naamloze vennootschap met een sociaal oogmerk","NV SO","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V7FT","Belgium","BE","","","Société anonyme à finalité sociale","French","fr","Société anonyme à finalité sociale","SA FS","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V7FT","Belgium","BE","","","Aktiengesellschaft mit sozialer Zielsetzung","German","de","Aktiengesellschaft mit sozialer Zielsetzung","AGmsZ","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V8L7","Belgium","BE","","","Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid","Dutch","nl","Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid","BV BVBA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"V8L7","Belgium","BE","","","Société civile sous forme de société privée à responsabilité limitée","French","fr","Société civile sous forme de société privée à responsabilité limitée","SC SPRL","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"V8L7","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung","ZvGPgbH","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"W3WH","Belgium","BE","","","Vereniging zonder winstoogmerk","Dutch","nl","Vereniging zonder winstoogmerk","VZW","","2017-11-30","ACTV","","",""
"W3WH","Belgium","BE","","","Association sans but lucratif","French","fr","Association sans but lucratif","ASBL","","2017-11-30","ACTV","","",""
"W3WH","Belgium","BE","","","Vereinigung ohne Gewinnerzielungsabsicht","German","de","Vereinigung ohne Gewinnerzielungsabsicht","VoG","","2017-11-30","ACTV","","",""
"WTLP","Belgium","BE","","","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid","Dutch","nl","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid","BV CVOA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF"
"WTLP","Belgium","BE","","","Société civile sous forme de société coopérative à responsabilité illimitée","French","fr","Société civile sous forme de société coopérative à responsabilité illimitée","SC SCRI","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF"
